33.4661,-112.061,1
43.5029,-80.5312,1
33.4522,-112.069,1
43.5071,-80.541,1
43.4895,-80.4938,1
43.4634,-80.5273,1
33.4756,-112.074,1
43.468,-80.5233,1
43.4764,-80.5253,1
33.4469,-112.071,1
33.466,-112.068,1
43.4723,-80.5377,1
35.2275,-80.8389,1
35.2258,-80.8465,1
33.4365,-112.066,1
43.4648,-80.5239,1
33.4655,-112.082,1
43.4724,-80.5354,1
35.1172,-80.8575,1
35.1879,-80.8319,1
43.4726,-80.5383,1
43.4646,-80.5246,1
35.2302,-80.8394,1
35.2258,-80.8465,1
35.2271,-80.8495,1
35.2271,-80.8396,1
33.4294,-112.074,1
43.4756,-80.5178,1
35.2187,-80.8497,1
33.4794,-112.073,1
35.2253,-80.8462,1
35.2278,-80.8415,1
33.4493,-112.075,1
33.4633,-112.074,1
35.2278,-80.8415,1
33.4372,-112.066,1
33.4559,-112.074,1
33.474,-112.074,1
43.467,-80.5229,1
43.467,-80.5229,1
35.2278,-80.8411,1
35.227,-80.8442,1
35.2273,-80.8401,1
33.4691,-112.073,1
35.2257,-80.8449,1
35.2263,-80.8458,1
43.4629,-80.5218,1
33.4668,-112.066,1
33.4425,-112.066,1
33.4794,-112.074,1
33.5176,-112.1,1
35.2255,-80.8452,1
43.4844,-80.5408,1
35.234,-80.8418,1
43.467,-80.5227,1
43.4752,-80.5244,1
43.4596,-80.5194,1
35.089,-80.8671,1
43.5025,-80.5312,1
43.4692,-80.5233,1
43.4776,-80.5251,1
33.4763,-112.074,1
33.4763,-112.066,1
35.228,-80.8434,1
33.4685,-112.075,1
43.4647,-80.5223,1
43.4724,-80.5386,1
43.4794,-80.5211,1
35.2381,-80.8513,1
43.4721,-80.5366,1
35.2263,-80.8343,1
33.4501,-112.074,1
33.4585,-112.068,1
43.4891,-80.5278,1
43.472,-80.5366,1
43.464,-80.5224,1
33.4559,-112.074,1
43.5012,-80.5394,1
35.224,-80.8465,1
35.2283,-80.842,1
35.2262,-80.8419,1
35.2259,-80.8469,1
35.2245,-80.8455,1
35.2205,-80.8512,1
35.0933,-80.8641,1
43.4975,-80.5293,1
35.228,-80.8434,1
33.4484,-112.073,1
33.4484,-112.075,1
33.4507,-112.071,1
43.4722,-80.5381,1
35.226,-80.8531,1
43.466,-80.5214,1
33.4499,-112.072,1
35.2342,-80.85,1
43.4846,-80.525,1
43.4723,-80.5362,1
35.2236,-80.8496,1
33.4448,-112.072,1
35.2207,-80.809,1
33.5087,-112.073,1
35.0564,-80.8481,1
43.4667,-80.5234,1
33.4522,-112.069,1
33.4707,-112.072,1
33.4653,-112.066,1
43.4647,-80.5219,1
33.4701,-112.075,1
43.4833,-80.5182,1
43.4722,-80.5393,1
35.2254,-80.844,1
43.4636,-80.5235,1
43.4691,-80.5399,1
33.4493,-112.066,1
35.2327,-80.8361,1
33.4507,-112.07,1
33.4725,-112.072,1
43.4863,-80.5244,1
35.233,-80.844,1
33.4795,-112.074,1
43.5031,-80.5352,1
35.2239,-80.8473,1
43.4845,-80.5263,1
35.2145,-80.8458,1
33.4506,-112.074,1
33.4458,-112.069,1
33.4776,-112.073,1
43.4667,-80.5238,1
43.4678,-80.5231,1
33.4608,-112.074,1
43.4522,-80.5557,1
35.2341,-80.8473,1
43.5094,-80.5545,1
33.4471,-112.071,1
33.4779,-112.073,1
43.5038,-80.5293,1
35.2289,-80.8412,1
43.4718,-80.5388,1
33.4439,-112.07,1
33.4504,-112.067,1
33.4517,-112.069,1
43.4774,-80.525,1
33.4485,-112.071,1
33.4484,-112.072,1
35.2285,-80.8346,1
43.4771,-80.5257,1
35.2253,-80.8462,1
33.4548,-112.087,1
33.4738,-112.073,1
35.2293,-80.8425,1
43.4745,-80.5281,1
35.2274,-80.8407,1
43.4698,-80.5225,1
43.4723,-80.5379,1
35.2834,-80.9683,1
43.5065,-80.5552,1
35.2251,-80.8393,1
